U.S. Senate,,Texas,,NOV 3-5,CTrafalgar Group,2135,LV,O'Rourke,43%,52%,Cruz,Cruz,9
"Nov. 2, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,NOV 1-2,Change Research*,1211,LV,O'Rourke,49%,49%,Cruz,,EVEN
"Oct. 31, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 28-30,B+Emerson College,781,LV,O'Rourke,47%,50%,Cruz,Cruz,3
"Oct. 30, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 15-28,University of Texas - Tyler,905,LV,O'Rourke,43%,47%,Cruz,Cruz,4
U.S. Senate,,Texas,,OCT 15-28,University of Texas - Tyler,1033,RV,O'Rourke,42%,47%,Cruz,Cruz,4
"Oct. 29, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 25-26,B-Dixie Strategies,588,LV,O'Rourke,42%,52%,Cruz,Cruz,10
"Oct. 28, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 22-28,A-Quinnipiac University,1078,LV,O'Rourke,46%,51%,Cruz,Cruz,5
"Oct. 25, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 15-21,BYouGov,927,LV,O'Rourke,45%,51%,Cruz,Cruz,6
"Oct. 23, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 12-18,B+Ipsos,2001,A,O'Rourke,40%,38%,Cruz,O'Rourke,2
U.S. Senate,,Texas,,OCT 12-18,B+Ipsos,1298,LV,O'Rourke,44%,49%,Cruz,Cruz,5
"Oct. 22, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 18-21,BGBA Strategies*,1000,LV,O'Rourke,46%,50%,Cruz,Cruz,4
"Oct. 15, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 10-14,BTulchin Research*,600,LV,O'Rourke,45%,49%,Cruz,Cruz,4
U.S. Senate,,Texas,,OCT 9-13,A-CNN/SSRS,862,RV,O'Rourke,45%,50%,Cruz,Cruz,5
U.S. Senate,,Texas,,OCT 9-13,A-CNN/SSRS,716,LV,O'Rourke,45%,52%,Cruz,Cruz,7
"Oct. 14, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 8-13,BWPA Intelligence*,801,LV,O'Rourke,43%,52%,Cruz,Cruz,9
"Oct. 11, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,SEP 6-14,B+Ipsos,2000,A,O'Rourke,39%,36%,Cruz,O'Rourke,3
"Oct. 10, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 3-9,A-Quinnipiac University,730,LV,O'Rourke,45%,54%,Cruz,Cruz,9
"Oct. 7, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 8-11,ASiena College/New York Times,800,RV,O'Rourke,45%,49%,Cruz,Cruz,4
U.S. Senate,,Texas,,OCT 8-11,ASiena College/New York Times,800,LV,O'Rourke,43%,51%,Cruz,Cruz,8
U.S. Senate,,Texas,,OCT 1-5,B+Emerson College,500,LV,O'Rourke,42%,47%,Cruz,Cruz,5
"Oct. 6, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,OCT 2-5,BYouGov,881,LV,O'Rourke,44%,50%,Cruz,Cruz,6
"Sept. 20, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,SEP 19-20,BPublic Policy Polling*,603,V,O'Rourke,46%,49%,Cruz,Cruz,3
U.S. Senate,,Texas,,SEP 11-12,Reform Austin*,1161,LV,O'Rourke,45%,49%,Cruz,Cruz,4
"Sept. 19, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,SEP 19-20,BPublic Policy Polling*,613,V,O'Rourke,45%,48%,Cruz,Cruz,3
U.S. Senate,,Texas,,SEP 16-18,Vox Populi Polling,508,LV,O'Rourke,50%,50%,Cruz,,EVEN
"Sept. 18, 2018",,,,,,,,,,,,,
U.S. Senate,,Texas,,SEP 6-14,B+Ipsos,992,LV,O'Rourke,47%,45%,Cruz,O'Rourke,2
